Employee_ID,Age,first_name,last_name,gender,Department,Job_Role,Education_Level,Marital_Status,Job_Tenure,Distance_From_Home,Gender_Clean,Performance_Rating,Last_Promotion_Year,Training_Hours,Work_Life_Balance,Job_Satisfaction,attrition,Exit_Interview_Score,Attrition_Flag,Years_Since_Promotion,Tenure_Bucket,Age_Group,Distance_Band,Promo_Gap_Bucket,Salary_Band,Exit_Score_Category,Performance_Category,Satisfaction_Category,WLB_Category,Attrition_Risk_Score,Risk_Segment
100,50,Dehlia,Torrisi,Female,Sales,Senior Developer,Master's,Single,8,14,Female,2,2014,147,3,1,False,,0,10,6–10 yrs,46–55,Medium (11–25 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Very Low,Fair,3.578,High Risk
101,24,Price,Davidescu,Male,IT,HR Specialist,Master's,Married,13,45,Male,1,2012,72,2,1,False,,0,12,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Very Low,Poor,4.19,High Risk
102,38,Gerome,O'Looney,Male,Finance,HR Specialist,PhD,Married,7,7,Male,2,2016,114,3,3,False,,0,8,6–10 yrs,36–45,Near (≤10 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Neutral,Fair,2.864,Medium Risk
103,50,Oliy,Scotti,Female,Operations,Manager,Master's,Married,10,43,Female,3,2018,182,4,1,False,,0,6,6–10 yrs,46–55,Far (26–50 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Very Low,Good,2.986,High Risk
104,51,Nickola,Arnison,Male,Marketing,Developer,Bachelor's,Married,14,3,Male,1,2013,159,4,4,False,,0,11,11–20 yrs,46–55,Near (≤10 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,High,Good,2.656,Medium Risk
105,38,Jo,Dudny,Female,IT,Senior Developer,PhD,Divorced,13,16,Female,5,2014,180,2,1,False,,0,10,11–20 yrs,36–45,Medium (11–25 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very Low,Poor,3.232,High Risk
106,36,Elfrida,Vasilchikov,Female,Operations,Data Analyst,Master's,Single,19,3,Female,5,2014,45,4,2,False,,0,10,11–20 yrs,36–45,Near (≤10 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Low,Good,2.406,Medium Risk
107,39,Zorine,Capsey,Female,Sales,Marketing Lead,Bachelor's,Married,6,13,Female,1,2011,165,1,4,False,,0,13,6–10 yrs,36–45,Medium (11–25 km),12+ yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,High,Very Poor,3.526,High Risk
108,58,Napoleon,Savoury,Male,Finance,HR Specialist,PhD,Single,12,10,Male,5,2014,76,2,1,False,,0,10,11–20 yrs,55+,Near (≤10 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very Low,Poor,3.22,High Risk
109,25,Madeleine,Geekin,Female,IT,HR Specialist,Bachelor's,Single,9,20,Female,4,2019,83,2,5,False,,0,5,6–10 yrs,18–25,Medium (11–25 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Very High,Poor,1.99,Low Risk
110,31,Paulita,Dewis,Female,Finance,Marketing Lead,Bachelor's,Single,18,14,Female,1,2024,97,2,4,False,,0,0,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,High,Poor,2.628,Medium Risk
111,28,Marlene,Roncelli,Female,Sales,Developer,Bachelor's,Married,3,9,Female,1,2020,90,3,5,False,,0,4,3–5 yrs,26–35,Near (≤10 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Very High,Fair,2.268,Low Risk
112,27,Chad,Porteous,Male,Operations,Marketing Lead,Master's,Married,5,39,Male,3,2017,40,3,5,False,,0,7,3–5 yrs,26–35,Far (26–50 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Average,Very High,Fair,2.078,Low Risk
113,44,Inesita,Lindores,Female,Sales,Data Analyst,Bachelor's,Divorced,3,36,Female,1,2018,30,1,2,False,,0,6,3–5 yrs,36–45,Far (26–50 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Low,Very Poor,3.822,High Risk
114,56,Alexandrina,Womack,Female,IT,Senior Developer,PhD,Married,10,14,Female,3,2012,114,2,2,False,,0,12,6–10 yrs,55+,Medium (11–25 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Low,Poor,3.428,High Risk
115,48,Yul,Renyard,Male,Sales,Senior Developer,Bachelor's,Married,15,38,Male,1,2016,117,2,1,False,,0,8,11–20 yrs,46–55,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Very Low,Poor,3.976,High Risk
116,59,Roxy,Sabban,Female,HR,Data Analyst,PhD,Single,17,23,Female,3,2022,139,2,1,True,2.0,1,2,11–20 yrs,55+,Medium (11–25 km),0–2 yrs,Band 4 – High,High Dissatisfaction,Average,Very Low,Poor,3.246,High Risk
117,36,Lisa,Posselwhite,Female,Finance,Data Analyst,Master's,Single,12,18,Female,3,2024,47,4,3,False,,0,0,11–20 yrs,36–45,Medium (11–25 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Neutral,Good,2.036,Low Risk
118,57,Christos,Eaglen,Male,Sales,Manager,Bachelor's,Single,8,9,Male,4,2023,157,1,2,False,,0,1,6–10 yrs,55+,Near (≤10 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Low,Very Poor,2.918,Medium Risk
119,25,Giulietta,Yukhnev,Female,Sales,Data Analyst,Master's,Divorced,19,47,Female,5,2016,136,2,1,False,,0,8,11–20 yrs,18–25,Far (26–50 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very Low,Poor,3.194,High Risk
120,46,Del,Wilshere,Male,Operations,Data Analyst,Bachelor's,Married,2,40,Male,2,2011,171,2,4,False,,0,13,0–2 yrs,46–55,Far (26–50 km),12+ yrs,Band 1 – Low,N/A (Still Employed),Below Average,High,Poor,3.13,High Risk
121,55,Tarrah,Figgures,Female,HR,Marketing Lead,Bachelor's,Married,15,28,Female,3,2012,60,5,1,False,,0,12,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Very Low,Excellent,3.006,High Risk
122,48,Hillard,Exon,Male,Finance,HR Specialist,Bachelor's,Divorced,17,5,Male,4,2018,56,3,1,False,,0,6,11–20 yrs,46–55,Near (≤10 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Good,Very Low,Fair,2.96,High Risk
123,56,Kerby,Whittlesea,Male,Marketing,Manager,Master's,Married,20,36,Male,3,2017,126,1,4,False,,0,7,11–20 yrs,55+,Far (26–50 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Average,High,Very Poor,2.872,Medium Risk
124,52,Calv,Eilhart,Bigender,HR,Marketing Lead,Bachelor's,Married,11,17,Non-Binary / Other,2,2021,13,4,4,False,,0,3,11–20 yrs,46–55,Medium (11–25 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,High,Good,2.084,Low Risk
125,58,Vi,Lacotte,Female,HR,Marketing Lead,Bachelor's,Single,14,17,Female,1,2015,52,2,4,False,,0,9,11–20 yrs,55+,Medium (11–25 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,High,Poor,3.084,High Risk
126,37,Kelila,Laherty,Female,Finance,HR Specialist,Bachelor's,Single,15,25,Female,3,2018,40,3,5,False,,0,6,11–20 yrs,36–45,Medium (11–25 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Very High,Fair,2.0,Low Risk
127,52,Faunie,Luten,Female,Operations,Developer,PhD,Married,15,42,Female,4,2024,117,1,4,False,,0,0,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Good,High,Very Poor,2.334,Low Risk
128,41,Elbertina,Hullah,Female,HR,Marketing Lead,Bachelor's,Divorced,14,11,Female,5,2020,77,4,2,False,,0,4,11–20 yrs,36–45,Medium (11–25 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Low,Good,2.122,Low Risk
129,27,Orbadiah,Ewers,Male,Finance,Manager,PhD,Married,14,26,Male,1,2021,151,5,5,False,5.0,0,3,11–20 yrs,26–35,Far (26–50 km),3–5 yrs,Band 3 – Mid-High,Low Dissatisfaction,Needs Improvement,Very High,Excellent,1.752,Low Risk
130,47,Mauricio,Simmen,Male,Operations,HR Specialist,Bachelor's,Married,12,30,Male,5,2015,192,4,1,False,,0,9,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very Low,Good,2.71,Medium Risk
131,24,Zita,Gasnoll,Female,HR,Senior Developer,PhD,Divorced,16,6,Female,2,2017,130,2,3,False,,0,7,11–20 yrs,18–25,Near (≤10 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Neutral,Poor,3.062,High Risk
132,54,Branden,Goode,Male,Finance,Developer,Master's,Married,11,17,Male,1,2015,200,4,4,False,,0,9,11–20 yrs,46–55,Medium (11–25 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,High,Good,2.584,Medium Risk
133,58,Garry,Bayne,Male,Operations,HR Specialist,Bachelor's,Single,9,44,Male,5,2016,35,4,4,False,,0,8,6–10 yrs,55+,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,High,Good,1.788,Low Risk
134,55,Pablo,Saxby,Male,Finance,Manager,Master's,Single,13,28,Male,4,2017,42,4,3,False,5.0,0,7,11–20 yrs,46–55,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,Low Dissatisfaction,Good,Neutral,Good,2.206,Low Risk
135,58,Onfre,Peart,Agender,Marketing,Marketing Lead,PhD,Single,1,45,Non-Binary / Other,4,2016,18,2,2,False,,0,8,0–2 yrs,55+,Far (26–50 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Good,Low,Poor,3.09,High Risk
136,31,Gussy,Beecham,Female,Operations,Manager,Bachelor's,Single,6,10,Female,5,2016,120,1,3,False,,0,8,6–10 yrs,26–35,Near (≤10 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Neutral,Very Poor,2.77,Medium Risk
137,29,Hamlin,Fairhall,Male,Sales,Data Analyst,PhD,Married,15,35,Male,1,2017,16,4,5,False,,0,7,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Very High,Good,2.22,Low Risk
138,50,Bartolemo,Treen,Genderqueer,Operations,Marketing Lead,Master's,Divorced,8,14,Non-Binary / Other,3,2010,186,2,3,False,,0,14,6–10 yrs,46–55,Medium (11–25 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Neutral,Poor,3.228,High Risk
139,33,Casey,Caukill,Female,Finance,HR Specialist,PhD,Single,9,5,Female,2,2024,52,3,5,False,,0,0,6–10 yrs,26–35,Near (≤10 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Very High,Fair,1.86,Low Risk
140,32,Derby,Durram,Male,IT,Developer,Master's,Married,3,41,Male,2,2018,28,2,1,False,,0,6,3–5 yrs,26–35,Far (26–50 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Very Low,Poor,3.682,High Risk
141,35,Thadeus,Bullocke,Non-binary,Operations,HR Specialist,Bachelor's,Divorced,12,47,Non-Binary / Other,4,2010,43,4,4,False,,0,14,11–20 yrs,26–35,Far (26–50 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Good,High,Good,2.294,Low Risk
142,34,Elbertine,Benny,Female,Marketing,Data Analyst,Master's,Divorced,3,18,Female,1,2022,141,3,4,False,,0,2,3–5 yrs,26–35,Medium (11–25 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,High,Fair,2.486,Medium Risk
143,30,Agnes,Starmer,Polygender,Operations,Data Analyst,Master's,Divorced,10,41,Non-Binary / Other,1,2016,145,3,5,False,,0,8,6–10 yrs,26–35,Far (26–50 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Very High,Fair,2.532,Medium Risk
144,24,Ardisj,Garland,Female,Operations,Manager,Master's,Divorced,17,45,Female,2,2011,109,4,2,False,,0,13,11–20 yrs,18–25,Far (26–50 km),12+ yrs,Band 4 – High,N/A (Still Employed),Below Average,Low,Good,3.24,High Risk
145,49,Ruthe,Kirtlan,Female,Marketing,Manager,Master's,Married,17,42,Female,2,2022,118,5,2,False,,0,2,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Below Average,Low,Excellent,2.434,Medium Risk
146,27,Koenraad,Durram,Male,Sales,Senior Developer,PhD,Divorced,18,13,Male,2,2012,100,4,2,False,,0,12,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Below Average,Low,Good,3.126,High Risk
147,49,Hube,Dewsbury,Male,HR,Senior Developer,Bachelor's,Married,3,46,Male,2,2019,42,5,5,False,,0,5,3–5 yrs,46–55,Far (26–50 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Very High,Excellent,1.692,Low Risk
148,34,Allyn,Feeny,Male,HR,Marketing Lead,Bachelor's,Single,9,24,Male,5,2024,112,1,2,False,,0,0,6–10 yrs,26–35,Medium (11–25 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Low,Very Poor,2.698,Medium Risk
149,31,Heywood,Gilhouley,Male,Finance,Data Analyst,PhD,Single,8,37,Male,5,2014,188,3,2,False,,0,10,6–10 yrs,26–35,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Low,Fair,2.724,Medium Risk
150,60,Benson,Peasey,Male,Marketing,Manager,PhD,Married,4,43,Male,5,2022,152,4,2,False,,0,2,3–5 yrs,55+,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Low,Good,2.086,Low Risk
151,38,Ethel,Hamon,Agender,Finance,Senior Developer,PhD,Married,4,42,Non-Binary / Other,5,2013,71,5,1,False,,0,11,3–5 yrs,36–45,Far (26–50 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Very Low,Excellent,2.584,Medium Risk
152,42,Tiertza,Killshaw,Female,IT,Data Analyst,Master's,Divorced,3,33,Female,3,2019,192,1,1,False,,0,5,3–5 yrs,36–45,Far (26–50 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Average,Very Low,Very Poor,3.666,High Risk
153,26,Lucinda,Dufton,Female,Operations,Senior Developer,Bachelor's,Divorced,12,39,Female,4,2018,85,2,4,False,,0,6,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,High,Poor,2.378,Medium Risk
154,27,Buckie,Windows,Male,HR,HR Specialist,PhD,Married,2,11,Male,2,2015,40,5,3,False,,0,9,0–2 yrs,26–35,Medium (11–25 km),9–12 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Neutral,Excellent,2.422,Medium Risk
155,46,Gwenni,Davage,Female,Finance,Marketing Lead,PhD,Divorced,18,27,Female,3,2012,96,2,5,False,,0,12,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Average,Very High,Poor,2.554,Medium Risk
156,57,Veda,Dearn,Female,Finance,Developer,Bachelor's,Married,7,10,Female,3,2019,96,2,1,False,,0,5,6–10 yrs,55+,Near (≤10 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Very Low,Poor,3.37,High Risk
157,47,Mellicent,Linscott,Genderfluid,Marketing,HR Specialist,Bachelor's,Divorced,11,21,Non-Binary / Other,3,2018,161,3,2,False,,0,6,11–20 yrs,46–55,Medium (11–25 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Low,Fair,2.892,Medium Risk
158,57,Leanora,Apted,Female,IT,Marketing Lead,Bachelor's,Married,7,28,Female,5,2024,165,3,2,False,,0,0,6–10 yrs,55+,Far (26–50 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Low,Fair,2.206,Low Risk
159,42,Celinka,Pardy,Female,IT,Marketing Lead,Bachelor's,Married,11,25,Female,4,2019,167,3,3,False,,0,5,11–20 yrs,36–45,Medium (11–25 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Neutral,Fair,2.35,Medium Risk
160,39,Etheline,Well,Female,Finance,HR Specialist,Master's,Divorced,9,2,Female,1,2024,37,5,2,False,,0,0,6–10 yrs,36–45,Near (≤10 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Low,Excellent,2.454,Medium Risk
161,55,Bram,Rosenbarg,Male,IT,Senior Developer,PhD,Married,10,39,Male,4,2014,194,1,3,False,,0,10,6–10 yrs,46–55,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Neutral,Very Poor,3.128,High Risk
162,51,Gare,Naire,Male,IT,Senior Developer,Master's,Married,9,16,Male,2,2010,21,5,3,False,,0,14,6–10 yrs,46–55,Medium (11–25 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Neutral,Excellent,2.682,Medium Risk
163,22,Coralie,Enderby,Female,Marketing,Data Analyst,Bachelor's,Single,7,5,Female,2,2022,28,5,4,False,,0,2,6–10 yrs,18–25,Near (≤10 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Below Average,High,Excellent,1.76,Low Risk
164,59,Helen,Missen,Female,Operations,Developer,PhD,Married,20,18,Female,5,2023,199,4,5,False,,0,1,11–20 yrs,55+,Medium (11–25 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very High,Good,1.086,Low Risk
165,55,Ursuline,Poynor,Female,Marketing,Developer,Bachelor's,Divorced,5,8,Female,5,2016,100,1,5,False,,0,8,3–5 yrs,46–55,Near (≤10 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Very High,Very Poor,2.166,Low Risk
166,48,Therese,Wailes,Female,Operations,Marketing Lead,Bachelor's,Single,18,35,Female,1,2012,124,2,5,False,,0,12,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Very High,Poor,2.97,High Risk
167,29,Clevey,Burden,Male,IT,Data Analyst,PhD,Divorced,9,8,Male,2,2016,114,2,5,False,,0,8,6–10 yrs,26–35,Near (≤10 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Very High,Poor,2.516,Medium Risk
168,48,Klara,Schultz,Female,Finance,Developer,Master's,Single,1,44,Female,5,2020,171,4,3,False,,0,4,0–2 yrs,46–55,Far (26–50 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Outstanding,Neutral,Good,1.888,Low Risk
169,31,Aurlie,Doswell,Female,HR,HR Specialist,PhD,Divorced,10,36,Female,4,2010,125,2,2,False,,0,14,6–10 yrs,26–35,Far (26–50 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Low,Poor,3.372,High Risk
170,31,Aharon,Prevett,Agender,Finance,Data Analyst,Bachelor's,Single,10,27,Non-Binary / Other,1,2017,199,1,3,False,,0,7,6–10 yrs,26–35,Far (26–50 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Neutral,Very Poor,3.554,High Risk
171,58,Had,Melonby,Male,Finance,Developer,PhD,Divorced,12,5,Male,1,2022,121,2,4,False,,0,2,11–20 yrs,55+,Near (≤10 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,High,Poor,2.71,Medium Risk
172,59,Idalina,Welling,Female,HR,Manager,Bachelor's,Married,13,22,Female,2,2022,84,3,3,False,,0,2,11–20 yrs,55+,Medium (11–25 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Neutral,Fair,2.594,Medium Risk
173,59,Risa,Kember,Bigender,Marketing,Marketing Lead,Bachelor's,Married,13,41,Non-Binary / Other,3,2023,132,4,2,False,,0,1,11–20 yrs,55+,Far (26–50 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Low,Good,2.432,Medium Risk
174,28,Tod,Burndred,Male,Finance,Manager,Bachelor's,Divorced,19,6,Male,5,2018,189,1,5,False,,0,6,11–20 yrs,26–35,Near (≤10 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very High,Very Poor,2.062,Low Risk
175,28,Idalia,Rothchild,Female,Operations,Marketing Lead,PhD,Single,1,24,Female,1,2017,44,3,1,False,,0,7,0–2 yrs,26–35,Medium (11–25 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Very Low,Fair,3.648,High Risk
176,58,Micki,Hatz,Female,IT,Marketing Lead,Master's,Single,16,22,Female,4,2023,197,4,4,False,,0,1,11–20 yrs,55+,Medium (11–25 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Good,High,Good,1.594,Low Risk
177,28,Garrek,Elgood,Male,IT,HR Specialist,PhD,Married,17,50,Male,1,2010,56,2,1,False,,0,14,11–20 yrs,26–35,Far (26–50 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Very Low,Poor,4.3,High Risk
178,40,Kellie,Redhills,Female,Marketing,Senior Developer,Bachelor's,Married,5,18,Female,4,2011,195,4,2,False,,0,13,3–5 yrs,36–45,Medium (11–25 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Low,Good,2.786,Medium Risk
179,56,Clarie,Petriello,Female,Marketing,Developer,Master's,Married,13,10,Female,3,2010,160,2,2,False,,0,14,11–20 yrs,55+,Near (≤10 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Low,Poor,3.52,High Risk
180,44,Filia,Truce,Female,Marketing,Manager,Master's,Single,8,15,Female,2,2014,140,3,1,False,,0,10,6–10 yrs,36–45,Medium (11–25 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Very Low,Fair,3.58,High Risk
181,48,Sander,Jahndel,Genderfluid,Sales,Developer,PhD,Single,8,18,Non-Binary / Other,3,2023,31,3,2,False,,0,1,6–10 yrs,46–55,Medium (11–25 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Low,Fair,2.636,Medium Risk
182,38,Barney,Dyet,Male,Operations,Marketing Lead,PhD,Married,7,1,Male,2,2020,48,4,1,False,4.0,0,4,6–10 yrs,36–45,Near (≤10 km),3–5 yrs,Band 1 – Low,Low Dissatisfaction,Below Average,Very Low,Good,3.002,High Risk
183,46,Robbin,Augustin,Female,Sales,Manager,Bachelor's,Married,16,7,Female,1,2011,11,4,2,False,,0,13,11–20 yrs,46–55,Near (≤10 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Low,Good,3.364,High Risk
184,53,Kermie,Barnard,Male,IT,Manager,Bachelor's,Single,8,25,Male,3,2015,161,1,2,False,,0,9,6–10 yrs,46–55,Medium (11–25 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Low,Very Poor,3.55,High Risk
185,58,Guy,Doylend,Male,Finance,Data Analyst,Bachelor's,Single,17,15,Male,5,2019,161,3,4,False,,0,5,11–20 yrs,55+,Medium (11–25 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Outstanding,High,Fair,1.83,Low Risk
186,60,Amie,Pawnsford,Female,Sales,Marketing Lead,Bachelor's,Single,19,25,Female,3,2011,104,4,3,False,,0,13,11–20 yrs,55+,Medium (11–25 km),12+ yrs,Band 4 – High,N/A (Still Employed),Average,Neutral,Good,2.7,Medium Risk
187,52,Annabella,Spurrier,Female,Finance,Developer,Master's,Divorced,18,7,Female,3,2023,182,2,1,False,,0,1,11–20 yrs,46–55,Near (≤10 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Average,Very Low,Poor,3.164,High Risk
188,24,Quill,Whyatt,Male,HR,Manager,Master's,Married,15,8,Male,1,2014,176,2,5,False,,0,10,11–20 yrs,18–25,Near (≤10 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Very High,Poor,2.816,Medium Risk
189,33,Nappie,Maasze,Male,IT,Developer,PhD,Married,15,12,Male,1,2019,126,4,4,False,,0,5,11–20 yrs,26–35,Medium (11–25 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,High,Good,2.374,Medium Risk
190,39,Luke,Jupe,Bigender,Sales,Manager,Bachelor's,Single,11,34,Non-Binary / Other,2,2017,107,5,4,False,,0,7,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,High,Excellent,2.068,Low Risk
191,47,Shaun,Collidge,Male,IT,Senior Developer,Master's,Single,3,47,Male,4,2021,92,1,3,False,,0,3,3–5 yrs,46–55,Far (26–50 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Good,Neutral,Very Poor,2.794,Medium Risk
192,31,Arleyne,Hatherell,Genderqueer,HR,HR Specialist,PhD,Divorced,11,20,Non-Binary / Other,3,2015,122,4,2,False,,0,9,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Low,Good,2.79,Medium Risk
193,60,Milton,Keast,Male,HR,Data Analyst,Bachelor's,Single,7,38,Male,4,2023,55,1,5,False,,0,1,6–10 yrs,55+,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Very High,Very Poor,2.076,Low Risk
194,47,Gwyneth,Sprionghall,Female,IT,Marketing Lead,PhD,Single,14,32,Female,3,2010,140,3,4,False,,0,14,11–20 yrs,46–55,Far (26–50 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Average,High,Fair,2.714,Medium Risk
